NR_PEDIDO_PARTICIPA;DT_PESQUISA_SATISFACAO;DS_QUESTAO;DS_ALTERNATIVA
LAI-010554/2023;28/06/2023 12:09;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008847/2023;28/06/2023 14:40;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008846/2023;28/06/2023 14:40;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008845/2023;28/06/2023 14:40;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008844/2023;28/06/2023 14:41;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008843/2023;28/06/2023 14:41;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008841/2023;28/06/2023 14:42;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008839/2023;28/06/2023 14:43;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008838/2023;28/06/2023 14:44;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008837/2023;28/06/2023 14:44;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-006934/2023;28/06/2023 14:45;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-006937/2023;28/06/2023 14:46;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008836/2023;28/06/2023 14:48;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-006947/2023;28/06/2023 14:51;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010546/2023;29/06/2023 04:38;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010547/2023;29/06/2023 04:39;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010548/2023;29/06/2023 04:39;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010549/2023;29/06/2023 04:39;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010552/2023;29/06/2023 04:39;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010117/2023;29/06/2023 14:55;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-009564/2023;03/07/2023 19:59;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010011/2023;04/07/2023 10:14;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-009939/2023;04/07/2023 17:04;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-009375/2023;05/07/2023 14:11;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010714/2023;05/07/2023 19:28;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-009666/2023;06/07/2023 15:41;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010907/2023;10/07/2023 18:40;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010119/2023;11/07/2023 11:02;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010297/2023;12/07/2023 10:30;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011012/2023;12/07/2023 11:14;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011217/2023;12/07/2023 14:46;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010066/2023;13/07/2023 11:49;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011529/2023;13/07/2023 20:55;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010918/2023;17/07/2023 13:19;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011596/2023;18/07/2023 08:24;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010690/2023;19/07/2023 10:29;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010694/2023;19/07/2023 10:31;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010978/2023;20/07/2023 07:54;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012009/2023;20/07/2023 11:56;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-009726/2023;20/07/2023 14:20;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011293/2023;20/07/2023 19:38;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011215/2023;21/07/2023 15:16;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011267/2023;21/07/2023 16:30;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008831/2023;25/07/2023 09:20;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012028/2023;27/07/2023 11:15;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011207/2023;27/07/2023 13:51;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008794/2023;28/07/2023 13:57;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012161/2023;28/07/2023 14:06;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011991/2023;28/07/2023 14:24;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012052/2023;28/07/2023 14:27;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012010/2023;28/07/2023 14:28;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012037/2023;28/07/2023 14:29;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011995/2023;28/07/2023 14:30;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011737/2023;28/07/2023 17:09;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011738/2023;28/07/2023 17:11;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012454/2023;29/07/2023 10:03;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012559/2023;30/07/2023 14:37;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-008748/2023;31/07/2023 09:59;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012055/2023;31/07/2023 15:08;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011089/2023;31/07/2023 21:29;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011206/2023;01/08/2023 18:33;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012171/2023;01/08/2023 18:37;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-009612/2023;02/08/2023 12:54;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012670/2023;03/08/2023 10:38;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012678/2023;03/08/2023 10:52;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012020/2023;04/08/2023 09:33;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012001/2023;04/08/2023 09:34;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012039/2023;04/08/2023 09:50;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011992/2023;04/08/2023 10:37;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011379/2023;04/08/2023 12:55;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012677/2023;07/08/2023 12:12;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012685/2023;07/08/2023 12:29;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012689/2023;07/08/2023 12:31;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012030/2023;07/08/2023 14:59;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012045/2023;07/08/2023 15:11;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011656/2023;08/08/2023 12:37;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-011534/2023;09/08/2023 06:16;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012271/2023;10/08/2023 11:46;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012172/2023;14/08/2023 15:41;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012427/2023;15/08/2023 10:06;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012460/2023;15/08/2023 13:14;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012461/2023;15/08/2023 13:15;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012191/2023;16/08/2023 14:41;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012036/2023;18/08/2023 12:02;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012054/2023;18/08/2023 12:32;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012593/2023;26/08/2023 20:03;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-010875/2023;27/08/2023 12:26;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012723/2023;01/09/2023 10:59;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012159/2023;23/12/2023 06:19;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-006758/2023;30/01/2026 09:26;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012778/2023;07/08/2023 08:56;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012779/2023;10/08/2023 19:37;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012780/2023;07/08/2023 10:08;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012781/2023;19/08/2023 17:58;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012785/2023;15/08/2023 11:01;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012787/2023;03/08/2023 12:07;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012788/2023;17/08/2023 12:04;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012789/2023;12/08/2023 10:02;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012790/2023;15/08/2023 20:36;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012791/2023;08/08/2023 17:55;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012794/2023;10/08/2023 19:34;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012796/2023;04/08/2023 15:03;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012797/2023;09/08/2023 14:50;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012798/2023;07/08/2023 08:54;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012799/2023;10/08/2023 14:24;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012801/2023;10/08/2023 14:22;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012806/2023;14/08/2023 15:42;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012807/2023;09/08/2023 14:48;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012809/2023;16/08/2023 21:34;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012833/2023;08/08/2023 22:43;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012897/2023;22/08/2023 09:45;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012898/2023;21/08/2023 15:06;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012907/2023;23/08/2023 09:21;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012950/2023;24/08/2023 16:52;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-012980/2023;09/08/2023 09:40;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013000/2023;16/08/2023 09:52;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013019/2023;22/08/2023 17:06;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013021/2023;28/08/2023 16:16;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013083/2023;23/08/2023 09:48;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013090/2023;11/08/2023 11:27;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013120/2023;09/08/2023 15:27;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013169/2023;16/08/2023 11:29;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013432/2023;05/09/2023 16:30;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013441/2023;23/08/2023 14:20;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013518/2023;17/08/2023 15:16;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013523/2023;06/09/2023 19:36;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013559/2023;31/08/2023 21:54;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013562/2023;21/08/2023 16:30;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013604/2023;24/08/2023 09:56;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013620/2023;26/08/2023 13:41;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013639/2023;31/08/2023 13:25;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013652/2023;10/10/2023 14:40;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013684/2023;22/08/2023 19:55;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013739/2023;24/08/2023 15:01;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013772/2023;29/08/2023 15:23;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013797/2023;22/08/2023 15:35;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013798/2023;04/09/2023 17:25;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013802/2023;24/08/2023 20:34;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013816/2023;17/09/2023 16:02;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013872/2023;11/09/2023 19:21;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013873/2023;11/09/2023 19:21;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013892/2023;11/09/2023 20:12;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013911/2023;11/09/2023 12:07;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013940/2023;05/09/2023 22:38;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013946/2023;25/08/2023 11:46;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013953/2023;25/08/2023 09:45;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-013975/2023;11/09/2023 11:48;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014042/2023;29/09/2023 15:26;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014064/2023;12/09/2023 20:26;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014111/2023;01/09/2023 09:10;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014237/2023;12/09/2023 11:07;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014249/2023;11/09/2023 13:50;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014343/2023;19/09/2023 22:03;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014370/2023;22/09/2023 11:28;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014390/2023;11/09/2023 17:37;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014408/2023;14/09/2023 16:34;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014409/2023;25/09/2023 18:21;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014506/2023;05/09/2023 12:02;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014544/2023;15/09/2023 18:35;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014566/2023;08/03/2024 13:25;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014733/2023;09/10/2023 16:43;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014742/2023;06/10/2023 17:20;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014775/2023;22/09/2023 11:00;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014806/2023;28/09/2023 21:29;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014826/2023;14/09/2023 20:24;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014845/2023;28/09/2023 00:00;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014915/2023;01/10/2023 22:24;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-014930/2023;20/09/2023 20:24;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015052/2023;20/09/2023 13:16;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015146/2023;11/10/2023 22:23;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015342/2023;03/10/2023 18:51;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015399/2023;09/10/2023 09:47;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015430/2023;11/10/2023 17:12;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015613/2023;11/10/2023 18:34;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015657/2023;17/10/2023 16:24;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015674/2023;29/09/2023 17:44;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015710/2023;06/10/2023 22:15;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015713/2023;11/10/2023 17:02;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015722/2023;26/10/2023 01:23;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015951/2023;24/10/2023 15:52;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-015963/2023;11/10/2023 12:08;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016034/2023;11/10/2023 09:42;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016046/2023;06/10/2023 09:48;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016207/2023;18/10/2023 11:51;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016308/2023;21/11/2023 18:22;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016319/2023;16/10/2023 18:18;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016323/2023;11/10/2023 11:19;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016344/2023;11/10/2023 17:58;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016435/2023;02/11/2023 06:35;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016462/2023;20/10/2023 11:29;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016478/2023;25/10/2023 20:23;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016577/2023;06/11/2023 17:55;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016578/2023;30/10/2023 14:03;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016583/2023;01/11/2023 11:11;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016709/2023;06/11/2023 15:42;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016803/2023;30/10/2023 17:13;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016805/2023;27/10/2023 17:02;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016837/2023;13/11/2023 09:34;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016929/2023;24/11/2023 11:10;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-016939/2023;13/11/2023 22:26;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017019/2023;07/11/2023 19:53;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017041/2023;13/11/2023 21:32;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017043/2023;13/11/2023 21:29;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017045/2023;21/11/2023 15:22;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017055/2023;13/11/2023 21:28;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017056/2023;13/11/2023 21:27;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017073/2023;07/11/2023 08:16;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017092/2023;01/11/2023 19:25;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017131/2023;14/11/2023 08:47;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017304/2023;24/11/2023 18:51;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017322/2023;13/11/2023 19:57;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017462/2023;12/11/2023 17:33;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017463/2023;11/11/2023 16:28;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017586/2023;27/11/2023 21:25;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017614/2023;21/11/2023 18:22;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017616/2023;01/11/2023 11:45;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017624/2023;21/11/2023 08:31;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017679/2023;16/11/2023 11:55;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017794/2023;24/11/2023 08:36;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017994/2023;13/11/2023 19:52;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-017997/2023;06/12/2023 07:40;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018019/2023;24/11/2023 11:16;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018318/2023;02/12/2023 12:16;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018337/2023;27/11/2023 17:23;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018339/2023;27/11/2023 23:47;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018340/2023;04/12/2023 19:14;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018361/2023;28/11/2023 16:12;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018372/2023;21/11/2023 12:21;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018421/2023;18/11/2023 09:13;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018433/2023;29/11/2023 19:42;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018489/2023;30/12/2023 09:43;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018570/2023;19/12/2023 08:04;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018742/2023;14/12/2023 21:24;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018827/2023;27/11/2023 13:01;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018860/2023;02/12/2023 12:19;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018913/2023;13/12/2023 13:30;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018952/2023;05/12/2023 15:51;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018957/2023;06/12/2023 15:48;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018993/2023;05/12/2023 10:04;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-018997/2023;15/12/2023 21:13;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019071/2023;19/12/2023 14:19;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019099/2023;29/12/2023 15:02;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019165/2023;27/11/2023 16:35;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019275/2023;02/01/2024 17:12;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019314/2023;09/12/2023 13:09;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019351/2023;12/12/2023 09:34;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019369/2023;08/12/2023 19:20;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019373/2023;23/12/2023 11:05;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019411/2023;08/02/2024 13:40;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019506/2023;21/12/2023 17:01;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019633/2023;19/12/2023 11:43;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019720/2023;22/12/2023 16:43;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019742/2023;11/12/2023 09:51;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019764/2023;03/01/2024 00:18;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019766/2023;03/01/2024 00:16;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019779/2023;30/12/2023 09:38;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019802/2023;23/01/2024 11:05;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019897/2023;25/04/2024 09:50;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019971/2023;09/01/2024 13:36;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019997/2023;31/12/2023 01:12;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-019998/2023;22/01/2024 19:27;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-020006/2023;03/01/2024 18:43;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-020008/2023;29/12/2023 15:01;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-020100/2023;03/01/2024 22:43;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-020101/2023;26/12/2023 09:41;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-020128/2023;20/12/2023 12:33;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-020173/2023;22/12/2023 16:05;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
LAI-020181/2023;27/12/2023 17:47;A resposta fornecida foi de fácil compreensão?;Muito fácil de compreender
