NR_PEDIDO_PARTICIPA;DT_RECURSO;ID_PEDIDO;DS_JUSTIFICATIVA_RECURSO;DS_INSTANCIA;DT_INICIO_PRAZO_RECURSO;DT_TERMINO_PRAZO_RECURSO;RESPOSTAS.DT_RESPOSTA;RESPOSTAS.DS_TIPO_RESPOSTA;RESPOSTAS.DS_CLASSIFICACAO_RESPOSTA;RESPOSTAS.DS_TIPO_CLASSIFICACAO_RESPOSTA
LAI-000905/2025;28/01/2025 10:56;51985;Ausência de justificativa legal para classificação;Primeira Instância;29/01/2025 00:00;03/02/2025 23:59;28/01/2025 16:47;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001254/2025;29/01/2025 20:15;52334;Ausência de justificativa legal para classificação;Primeira Instância;30/01/2025 00:00;03/02/2025 23:59;03/02/2025 21:11;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002340/2025;17/02/2025 15:45;53420;Ausência de justificativa legal para classificação;Primeira Instância;18/02/2025 00:00;24/02/2025 23:59;24/02/2025 21:17;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002554/2025;24/02/2025 11:04;53634;Ausência de justificativa legal para classificação;Primeira Instância;25/02/2025 00:00;06/03/2025 23:59;25/02/2025 08:33;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-003212/2025;26/02/2025 19:30;54293;Ausência de justificativa legal para classificação;Primeira Instância;27/02/2025 00:00;06/03/2025 23:59;06/03/2025 09:18;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-003289/2025;05/03/2025 17:02;54370;Ausência de justificativa legal para classificação;Primeira Instância;06/03/2025 00:00;10/03/2025 23:59;10/03/2025 18:41;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-003456/2025;25/02/2025 09:29;54537;Ausência de justificativa legal para classificação;Primeira Instância;26/02/2025 00:00;06/03/2025 23:59;25/02/2025 21:34;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004411/2025;11/03/2025 10:43;55492;Ausência de justificativa legal para classificação;Primeira Instância;12/03/2025 00:00;17/03/2025 23:59;14/03/2025 14:23;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004448/2025;14/03/2025 16:04;55529;Ausência de justificativa legal para classificação;Primeira Instância;17/03/2025 00:00;21/03/2025 23:59;17/03/2025 15:32;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004451/2025;14/03/2025 16:09;55532;Ausência de justificativa legal para classificação;Primeira Instância;17/03/2025 00:00;21/03/2025 23:59;20/03/2025 16:47;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004454/2025;14/03/2025 16:08;55535;Ausência de justificativa legal para classificação;Primeira Instância;17/03/2025 00:00;21/03/2025 23:59;21/03/2025 11:30;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005510/2025;25/03/2025 11:34;56591;Ausência de justificativa legal para classificação;Primeira Instância;26/03/2025 00:00;31/03/2025 23:59;31/03/2025 09:55;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-006931/2025;29/04/2025 14:19;58012;Ausência de justificativa legal para classificação;Primeira Instância;30/04/2025 00:00;05/05/2025 23:59;05/05/2025 11:59;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007163/2025;22/05/2025 17:35;58245;Ausência de justificativa legal para classificação;Primeira Instância;23/05/2025 00:00;27/05/2025 23:59;26/05/2025 18:36;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007278/2025;25/04/2025 16:55;58360;Ausência de justificativa legal para classificação;Primeira Instância;28/04/2025 00:00;05/05/2025 23:59;05/05/2025 09:06;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007279/2025;25/04/2025 16:49;58361;Ausência de justificativa legal para classificação;Primeira Instância;28/04/2025 00:00;05/05/2025 23:59;05/05/2025 09:08;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007466/2025;15/05/2025 01:55;58548;Ausência de justificativa legal para classificação;Primeira Instância;16/05/2025 00:00;20/05/2025 23:59;20/05/2025 22:10;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007507/2025;04/05/2025 19:55;58589;Ausência de justificativa legal para classificação;Primeira Instância;05/05/2025 00:00;09/05/2025 23:59;09/05/2025 10:40;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007685/2025;06/05/2025 10:32;58767;Ausência de justificativa legal para classificação;Primeira Instância;07/05/2025 00:00;12/05/2025 23:59;12/05/2025 14:56;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-008050/2025;09/05/2025 12:03;59132;Ausência de justificativa legal para classificação;Primeira Instância;12/05/2025 00:00;16/05/2025 23:59;16/05/2025 22:58;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-008820/2025;10/06/2025 13:12;59902;Ausência de justificativa legal para classificação;Primeira Instância;11/06/2025 00:00;16/06/2025 23:59;12/06/2025 09:59;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-009349/2025;29/05/2025 11:31;60431;Ausência de justificativa legal para classificação;Primeira Instância;30/05/2025 00:00;03/06/2025 23:59;30/05/2025 15:36;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-009535/2025;27/05/2025 19:35;60617;Ausência de justificativa legal para classificação;Primeira Instância;28/05/2025 00:00;02/06/2025 23:59;27/05/2025 21:40;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-009614/2025;28/05/2025 18:19;60696;Ausência de justificativa legal para classificação;Primeira Instância;29/05/2025 00:00;02/06/2025 23:59;02/06/2025 18:10;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-010272/2025;01/07/2025 09:43;61354;Ausência de justificativa legal para classificação;Primeira Instância;02/07/2025 00:00;07/07/2025 23:59;07/07/2025 16:34;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-010382/2025;22/06/2025 23:09;61464;Ausência de justificativa legal para classificação;Primeira Instância;23/06/2025 00:00;27/06/2025 23:59;27/06/2025 10:44;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-010726/2025;13/06/2025 18:09;61808;Ausência de justificativa legal para classificação;Primeira Instância;16/06/2025 00:00;23/06/2025 23:59;17/06/2025 15:51;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-011001/2025;04/07/2025 20:28;62083;Ausência de justificativa legal para classificação;Primeira Instância;07/07/2025 00:00;11/07/2025 23:59;11/07/2025 14:14;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-011141/2025;24/06/2025 21:57;62223;Ausência de justificativa legal para classificação;Primeira Instância;25/06/2025 00:00;30/06/2025 23:59;30/06/2025 16:36;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-011204/2025;15/07/2025 17:12;62286;Ausência de justificativa legal para classificação;Primeira Instância;16/07/2025 00:00;21/07/2025 23:59;21/07/2025 17:27;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-011383/2025;04/07/2025 09:04;62465;Ausência de justificativa legal para classificação;Primeira Instância;07/07/2025 00:00;11/07/2025 23:59;07/07/2025 19:07;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-011610/2025;24/06/2025 15:56;62692;Ausência de justificativa legal para classificação;Primeira Instância;25/06/2025 00:00;30/06/2025 23:59;30/06/2025 11:48;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-011846/2025;10/07/2025 07:20;62928;Ausência de justificativa legal para classificação;Primeira Instância;11/07/2025 00:00;15/07/2025 23:59;14/07/2025 13:53;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-011874/2025;07/07/2025 22:22;62956;Ausência de justificativa legal para classificação;Primeira Instância;08/07/2025 00:00;14/07/2025 23:59;08/07/2025 19:15;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-012318/2025;17/07/2025 20:57;63400;Ausência de justificativa legal para classificação;Primeira Instância;18/07/2025 00:00;22/07/2025 23:59;17/07/2025 21:26;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-012368/2025;07/07/2025 16:14;63450;Ausência de justificativa legal para classificação;Primeira Instância;08/07/2025 00:00;14/07/2025 23:59;08/07/2025 11:54;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-012831/2025;10/07/2025 20:26;63914;Ausência de justificativa legal para classificação;Primeira Instância;11/07/2025 00:00;15/07/2025 23:59;14/07/2025 16:43;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-012834/2025;11/07/2025 15:23;63917;Ausência de justificativa legal para classificação;Primeira Instância;14/07/2025 00:00;18/07/2025 23:59;18/07/2025 17:32;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-013466/2025;23/07/2025 17:35;64549;Ausência de justificativa legal para classificação;Primeira Instância;24/07/2025 00:00;28/07/2025 23:59;23/07/2025 20:03;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-015875/2025;02/09/2025 12:55;66958;Ausência de justificativa legal para classificação;Primeira Instância;03/09/2025 00:00;08/09/2025 23:59;08/09/2025 14:47;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-016171/2025;18/08/2025 22:35;67254;Ausência de justificativa legal para classificação;Primeira Instância;19/08/2025 00:00;25/08/2025 23:59;25/08/2025 21:58;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-016412/2025;20/08/2025 15:06;67495;Ausência de justificativa legal para classificação;Primeira Instância;21/08/2025 00:00;25/08/2025 23:59;25/08/2025 23:59;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-018132/2025;24/09/2025 23:56;69215;Ausência de justificativa legal para classificação;Primeira Instância;25/09/2025 00:00;29/09/2025 23:59;29/09/2025 18:47;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-018333/2025;08/09/2025 17:11;69416;Ausência de justificativa legal para classificação;Primeira Instância;09/09/2025 00:00;15/09/2025 23:59;10/09/2025 14:35;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-018735/2025;16/09/2025 17:42;69818;Ausência de justificativa legal para classificação;Primeira Instância;17/09/2025 00:00;22/09/2025 23:59;19/09/2025 11:39;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-019239/2025;03/10/2025 11:00;70322;Ausência de justificativa legal para classificação;Primeira Instância;06/10/2025 00:00;10/10/2025 23:59;10/10/2025 21:04;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-019288/2025;30/09/2025 16:47;70371;Ausência de justificativa legal para classificação;Primeira Instância;01/10/2025 00:00;06/10/2025 23:59;02/10/2025 16:52;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-019480/2025;03/10/2025 10:37;70563;Ausência de justificativa legal para classificação;Primeira Instância;06/10/2025 00:00;10/10/2025 23:59;10/10/2025 10:46;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-019684/2025;02/10/2025 10:14;70767;Ausência de justificativa legal para classificação;Primeira Instância;03/10/2025 00:00;07/10/2025 23:59;07/10/2025 20:10;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-019772/2025;23/10/2025 12:48;70855;Ausência de justificativa legal para classificação;Primeira Instância;24/10/2025 00:00;29/10/2025 23:59;29/10/2025 16:58;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-019902/2025;02/10/2025 13:23;70985;Ausência de justificativa legal para classificação;Primeira Instância;03/10/2025 00:00;07/10/2025 23:59;07/10/2025 15:02;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-019987/2025;22/10/2025 10:50;71070;Ausência de justificativa legal para classificação;Primeira Instância;23/10/2025 00:00;28/10/2025 23:59;28/10/2025 14:21;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-020420/2025;02/10/2025 08:56;71503;Ausência de justificativa legal para classificação;Primeira Instância;03/10/2025 00:00;07/10/2025 23:59;02/10/2025 10:58;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-020730/2025;13/11/2025 10:23;71813;Ausência de justificativa legal para classificação;Primeira Instância;14/11/2025 00:00;18/11/2025 23:59;18/11/2025 23:34;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-021040/2025;08/10/2025 19:07;72123;Ausência de justificativa legal para classificação;Primeira Instância;09/10/2025 00:00;13/10/2025 23:59;13/10/2025 16:57;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-021386/2025;03/11/2025 19:41;72469;Ausência de justificativa legal para classificação;Primeira Instância;04/11/2025 00:00;10/11/2025 23:59;10/11/2025 21:34;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-022690/2025;17/11/2025 19:30;73774;Ausência de justificativa legal para classificação;Primeira Instância;18/11/2025 00:00;24/11/2025 23:59;24/11/2025 13:45;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-022893/2025;08/11/2025 16:32;73977;Ausência de justificativa legal para classificação;Primeira Instância;10/11/2025 00:00;14/11/2025 23:59;14/11/2025 15:24;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-022970/2025;06/11/2025 16:17;74054;Ausência de justificativa legal para classificação;Primeira Instância;07/11/2025 00:00;11/11/2025 23:59;10/11/2025 16:57;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-023850/2025;12/11/2025 13:00;74934;Ausência de justificativa legal para classificação;Primeira Instância;13/11/2025 00:00;17/11/2025 23:59;17/11/2025 15:06;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-025006/2025;25/12/2025 14:54;76090;Ausência de justificativa legal para classificação;Primeira Instância;26/12/2025 00:00;30/12/2025 23:59;30/12/2025 13:51;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-025247/2025;11/12/2025 15:40;76331;Ausência de justificativa legal para classificação;Primeira Instância;12/12/2025 00:00;16/12/2025 23:59;12/12/2025 10:33;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-026280/2025;19/12/2025 06:06;77365;Ausência de justificativa legal para classificação;Primeira Instância;22/12/2025 00:00;26/12/2025 23:59;26/12/2025 09:54;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-026836/2025;12/01/2026 13:06;77921;Ausência de justificativa legal para classificação;Primeira Instância;13/01/2026 00:00;19/01/2026 23:59;19/01/2026 10:26;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-026867/2025;27/01/2026 22:11;77952;Ausência de justificativa legal para classificação;Primeira Instância;28/01/2026 00:00;02/02/2026 23:59;02/02/2026 20:56;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-000771/2026;21/01/2026 13:09;79112;Ausência de justificativa legal para classificação;Primeira Instância;22/01/2026 00:00;26/01/2026 23:59;26/01/2026 13:56;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-000985/2026;22/01/2026 09:13;79326;Ausência de justificativa legal para classificação;Primeira Instância;23/01/2026 00:00;27/01/2026 23:59;27/01/2026 07:56;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001090/2026;06/02/2026 11:42;79431;Ausência de justificativa legal para classificação;Primeira Instância;09/02/2026 00:00;13/02/2026 23:59;13/02/2026 09:56;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001129/2026;20/01/2026 22:39;79470;Ausência de justificativa legal para classificação;Primeira Instância;21/01/2026 00:00;26/01/2026 23:59;22/01/2026 15:09;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001487/2026;27/01/2026 08:14;79828;Ausência de justificativa legal para classificação;Primeira Instância;28/01/2026 00:00;02/02/2026 23:59;30/01/2026 09:32;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001489/2026;27/01/2026 07:59;79830;Ausência de justificativa legal para classificação;Primeira Instância;28/01/2026 00:00;02/02/2026 23:59;30/01/2026 09:25;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001490/2026;27/01/2026 07:49;79831;Ausência de justificativa legal para classificação;Primeira Instância;28/01/2026 00:00;02/02/2026 23:59;30/01/2026 09:27;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001535/2026;16/02/2026 15:33;79876;Ausência de justificativa legal para classificação;Primeira Instância;19/02/2026 00:00;23/02/2026 23:59;18/02/2026 13:54;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002076/2026;18/02/2026 01:29;80417;Ausência de justificativa legal para classificação;Primeira Instância;19/02/2026 00:00;23/02/2026 23:59;23/02/2026 22:03;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002199/2026;05/02/2026 20:58;80540;Ausência de justificativa legal para classificação;Primeira Instância;06/02/2026 00:00;10/02/2026 23:59;10/02/2026 13:27;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002311/2026;27/02/2026 08:52;80652;Ausência de justificativa legal para classificação;Primeira Instância;02/03/2026 00:00;06/03/2026 23:59;04/03/2026 13:07;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002343/2026;02/02/2026 20:27;80684;Ausência de justificativa legal para classificação;Primeira Instância;03/02/2026 00:00;09/02/2026 23:59;09/02/2026 18:37;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002588/2026;19/02/2026 19:27;80929;Ausência de justificativa legal para classificação;Primeira Instância;20/02/2026 00:00;24/02/2026 23:59;23/02/2026 10:50;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002643/2026;02/02/2026 14:41;80984;Ausência de justificativa legal para classificação;Primeira Instância;03/02/2026 00:00;09/02/2026 23:59;09/02/2026 17:26;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002695/2026;05/02/2026 18:39;81036;Ausência de justificativa legal para classificação;Primeira Instância;06/02/2026 00:00;10/02/2026 23:59;09/02/2026 19:47;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002712/2026;22/02/2026 10:43;81053;Ausência de justificativa legal para classificação;Primeira Instância;23/02/2026 00:00;27/02/2026 23:59;27/02/2026 10:51;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002736/2026;05/02/2026 11:26;81077;Ausência de justificativa legal para classificação;Primeira Instância;06/02/2026 00:00;10/02/2026 23:59;09/02/2026 20:03;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002810/2026;13/02/2026 22:55;81151;Ausência de justificativa legal para classificação;Primeira Instância;19/02/2026 00:00;23/02/2026 23:59;23/02/2026 15:24;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-003237/2026;11/02/2026 17:27;81578;Ausência de justificativa legal para classificação;Primeira Instância;12/02/2026 00:00;19/02/2026 23:59;18/02/2026 15:06;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-003263/2026;11/02/2026 17:10;81604;Ausência de justificativa legal para classificação;Primeira Instância;12/02/2026 00:00;19/02/2026 23:59;18/02/2026 15:10;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004418/2026;06/03/2026 10:24;82759;Ausência de justificativa legal para classificação;Primeira Instância;09/03/2026 00:00;13/03/2026 23:59;12/03/2026 23:10;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005083/2026;09/03/2026 00:32;83424;Ausência de justificativa legal para classificação;Primeira Instância;10/03/2026 00:00;16/03/2026 23:59;16/03/2026 15:07;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005315/2026;06/03/2026 17:38;83656;Ausência de justificativa legal para classificação;Primeira Instância;09/03/2026 00:00;13/03/2026 23:59;13/03/2026 11:14;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-006014/2026;29/03/2026 10:39;84355;Ausência de justificativa legal para classificação;Primeira Instância;30/03/2026 00:00;06/04/2026 23:59;30/03/2026 19:59;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-006716/2026;06/04/2026 12:35;85057;Ausência de justificativa legal para classificação;Primeira Instância;07/04/2026 00:00;13/04/2026 23:59;13/04/2026 10:49;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-006801/2026;08/04/2026 17:53;85142;Ausência de justificativa legal para classificação;Primeira Instância;09/04/2026 00:00;13/04/2026 23:59;13/04/2026 17:06;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-006843/2026;06/04/2026 12:11;85184;Ausência de justificativa legal para classificação;Primeira Instância;07/04/2026 00:00;13/04/2026 23:59;13/04/2026 10:51;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007083/2026;22/04/2026 12:54;85424;Ausência de justificativa legal para classificação;Primeira Instância;23/04/2026 00:00;27/04/2026 23:59;27/04/2026 23:16;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007395/2026;26/03/2026 22:34;85736;Ausência de justificativa legal para classificação;Primeira Instância;27/03/2026 00:00;31/03/2026 23:59;31/03/2026 09:26;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007396/2026;30/03/2026 14:06;85737;Ausência de justificativa legal para classificação;Primeira Instância;31/03/2026 00:00;06/04/2026 23:59;31/03/2026 16:14;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007690/2026;30/03/2026 15:52;86031;Ausência de justificativa legal para classificação;Primeira Instância;31/03/2026 00:00;06/04/2026 23:59;06/04/2026 17:05;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007749/2026;09/04/2026 22:36;86090;Ausência de justificativa legal para classificação;Primeira Instância;10/04/2026 00:00;14/04/2026 23:59;13/04/2026 11:16;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-007959/2026;10/04/2026 09:53;86300;Ausência de justificativa legal para classificação;Primeira Instância;13/04/2026 00:00;17/04/2026 23:59;16/04/2026 10:48;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-000466/2023;03/02/2023 16:13;3862;Outros;Primeira Instância;06/02/2023 00:00;10/02/2023 23:59;10/02/2023 09:45;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001211/2023;03/02/2023 16:23;4607;Outros;Primeira Instância;06/02/2023 00:00;10/02/2023 23:59;08/02/2023 12:22;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-000467/2023;03/02/2023 16:26;3863;Outros;Primeira Instância;06/02/2023 00:00;10/02/2023 23:59;10/02/2023 09:47;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001465/2023;05/02/2023 20:55;4861;Outros;Primeira Instância;06/02/2023 00:00;10/02/2023 23:59;07/02/2023 20:36;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001463/2023;05/02/2023 21:00;4859;Outros;Primeira Instância;06/02/2023 00:00;10/02/2023 23:59;07/02/2023 20:36;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-003345/2022;06/02/2023 22:38;3345;Outros;Primeira Instância;07/02/2023 00:00;13/02/2023 23:59;07/02/2023 17:14;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001834/2023;12/02/2023 21:22;5230;Outros;Primeira Instância;13/02/2023 00:00;17/02/2023 23:59;14/02/2023 10:26;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-001717/2023;13/02/2023 12:24;5113;Outros;Primeira Instância;14/02/2023 00:00;22/02/2023 23:59;17/02/2023 08:35;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-002550/2023;15/03/2023 23:52;5946;Outros;Primeira Instância;16/03/2023 00:00;20/03/2023 23:59;20/03/2023 17:03;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-003348/2023;20/03/2023 12:54;6744;Outros;Primeira Instância;21/03/2023 00:00;27/03/2023 23:59;23/03/2023 16:14;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004219/2023;21/03/2023 13:55;7615;Outros;Primeira Instância;22/03/2023 00:00;27/03/2023 23:59;27/03/2023 15:56;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004207/2023;21/03/2023 21:57;7603;Outros;Primeira Instância;22/03/2023 00:00;27/03/2023 23:59;27/03/2023 13:31;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004499/2023;24/03/2023 00:18;7895;Outros;Primeira Instância;27/03/2023 00:00;31/03/2023 23:59;27/03/2023 09:02;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004696/2023;27/03/2023 14:25;8092;Outros;Primeira Instância;28/03/2023 00:00;03/04/2023 23:59;27/03/2023 14:50;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004861/2023;28/03/2023 14:44;8257;Outros;Primeira Instância;29/03/2023 00:00;03/04/2023 23:59;28/03/2023 18:06;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004949/2023;30/03/2023 10:59;8345;Outros;Primeira Instância;31/03/2023 00:00;04/04/2023 23:59;30/03/2023 11:52;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004359/2023;19/04/2023 18:09;7755;Outros;Primeira Instância;20/04/2023 00:00;24/04/2023 23:59;20/04/2023 14:15;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-004724/2023;19/04/2023 15:39;8120;Outros;Primeira Instância;20/04/2023 00:00;24/04/2023 23:59;24/04/2023 10:01;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005196/2023;05/04/2023 10:40;8592;Outros;Primeira Instância;10/04/2023 00:00;14/04/2023 23:59;05/04/2023 13:44;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005401/2023;24/04/2023 11:47;8797;Outros;Primeira Instância;25/04/2023 00:00;02/05/2023 23:59;02/05/2023 15:06;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005502/2023;12/04/2023 16:20;8898;Outros;Primeira Instância;13/04/2023 00:00;17/04/2023 23:59;13/04/2023 12:19;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005504/2023;10/04/2023 19:41;8900;Outros;Primeira Instância;11/04/2023 00:00;17/04/2023 23:59;14/04/2023 11:44;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
LAI-005505/2023;12/04/2023 16:21;8901;Outros;Primeira Instância;13/04/2023 00:00;17/04/2023 23:59;13/04/2023 16:07;Resposta do Recurso de Primeira Instância;Indeferido;Respostas Para Recursos
